date,quarter,year,quarter_num,department,region,revenue,expenses,employees,performance_score,simulated_customers,profit,profit_margin,customer_satisfaction,growth_rate,market_share,roi,expense_efficiency,revenue_per_customer,customer_growth_rate,nps,esg_score,rolling_revenue_avg,rolling_profit_avg,forecasted_revenue,profit_volatility,ytd_revenue,ytd_profit,region_competitiveness_index,profit_rank
2024-04-01,2024-Q2,2024,2,Maps,Asia Pacific,50054408.5,30272117.66,10432,77.21,1845967,19782290.84,39.52,82,-37.56,9.75,65.35,1.65,27.12,829.08,54,94.38,61087231.43,28184401.27,65926911.46,7740630.87,130223104.88,52113739.16,100.0,7.0
2024-07-01,2024-Q3,2024,3,Maps,Asia Pacific,29690173.44,10394465.61,36396,75.23,1181408,19295707.83,64.99,81,-40.68,6.8,185.63,2.86,25.13,-36.0,83,62.25,49277012.21,23820746.27,61087231.43,6033791.83,159913278.32,71409447.0,28.57,2.0
2024-10-01,2024-Q4,2024,4,Maps,Asia Pacific,60077662.35,40853803.37,16757,86.76,954660,19223858.98,32.0,73,102.35,13.9,47.06,1.47,62.93,-19.19,10,85.08,54997735.17,22658326.5,49277012.21,6453516.83,219990940.67,90633305.98,100.0,7.0
2020-01-01,2020-Q1,2020,1,Search,Asia Pacific,32769883.4,13386563.56,49633,81.8,329808,19383319.84,59.15,98,0.0,14.98,144.8,2.45,99.36,0.0,90,68.78,32769883.4,19383319.84,32769883.4,0.0,32769883.4,19383319.84,28.57,2.0
2020-04-01,2020-Q2,2020,2,Search,Asia Pacific,58594486.87,40499678.16,12837,88.61,628344,18094808.71,30.88,81,78.81,15.24,44.68,1.45,93.25,90.52,35,71.35,45682185.14,18739064.28,32769883.4,911114.96,91364370.27,37478128.55,100.0,7.0
2020-07-01,2020-Q3,2020,3,Search,Asia Pacific,61573983.87,37551087.71,6098,82.54,747012,24022896.16,39.01,96,5.08,17.76,63.97,1.64,82.43,18.89,61,66.15,50979451.38,20500341.57,45682185.14,3117909.29,152938354.15,61501024.72,71.43,5.0
2020-10-01,2020-Q4,2020,4,Search,Asia Pacific,24614921.11,7571752.38,44399,76.41,1202854,17043168.72,69.24,77,-60.02,5.7,225.09,3.25,20.46,61.02,39,70.07,44388318.81,19636048.36,50979451.38,3077160.48,177553275.26,78544193.44,14.29,1.0
2021-01-01,2021-Q1,2021,1,Search,Asia Pacific,61630884.91,37058923.71,32012,97.96,1359786,24571961.2,39.87,73,150.38,17.19,66.31,1.66,45.32,13.05,64,81.25,51603569.19,20933208.7,44388318.81,3914741.96,61630884.91,24571961.2,71.43,5.0
2021-04-01,2021-Q2,2021,2,Search,Asia Pacific,53000494.99,26001988.65,20355,89.99,509421,26998506.34,50.94,100,-14.0,15.12,103.83,2.04,104.04,-62.54,26,98.87,50205071.22,23159133.11,51603569.19,4277381.48,114631379.91,51570467.54,71.43,5.0
2021-07-01,2021-Q3,2021,3,Search,Asia Pacific,35199600.17,19556015.34,11440,95.97,1060025,15643584.83,44.44,97,-33.59,10.21,79.99,1.8,33.21,108.08,62,69.83,43611475.3,21064305.27,50205071.22,5569923.45,149830980.08,67214052.37,85.71,6.0
2021-10-01,2021-Q4,2021,4,Search,Asia Pacific,60918518.29,41446295.9,40193,86.18,335916,19472222.39,31.96,70,73.07,11.95,46.98,1.47,181.35,-68.31,75,73.19,52687374.59,21671568.69,43611475.3,5097785.63,210749498.37,86686274.76,100.0,7.0
2022-01-01,2022-Q1,2022,1,Search,Asia Pacific,68558940.36,45588013.65,43684,70.37,1518527,22970926.71,33.51,73,12.54,17.61,50.39,1.5,45.15,352.06,20,99.42,54419388.45,21271310.07,52687374.59,4851030.19,68558940.36,22970926.71,100.0,7.0
2022-04-01,2022-Q2,2022,2,Search,Asia Pacific,79842343.39,51517599.65,27801,97.01,380011,28324743.74,35.48,73,16.46,21.07,54.98,1.55,210.11,-74.98,97,87.72,61129850.55,21602869.42,54419388.45,5388503.34,148401283.74,51295670.45,85.71,6.0
2022-07-01,2022-Q3,2022,3,Search,Asia Pacific,65166592.48,29530075.62,31317,79.95,1720193,35636516.86,54.69,93,-18.38,15.1,120.68,2.21,37.88,352.67,12,74.55,68621598.63,26601102.42,61129850.55,7038199.57,213567876.22,86932187.3,42.86,3.0
2022-10-01,2022-Q4,2022,4,Search,Asia Pacific,60804043.15,34915698.75,33554,95.37,1803760,25888344.4,42.58,77,-6.69,16.38,74.15,1.74,33.71,4.86,84,76.35,68592979.84,28205132.93,68621598.63,5416154.78,274371919.37,112820531.7,85.71,6.0
2023-01-01,2023-Q1,2023,1,Search,Asia Pacific,52104845.29,35610710.55,33768,94.33,1518582,16494134.74,31.66,75,-14.31,14.4,46.32,1.46,34.31,-15.81,100,67.22,64479456.08,26585934.93,68592979.84,7900792.22,52104845.29,16494134.74,100.0,7.0
2023-04-01,2023-Q2,2023,2,Search,Asia Pacific,47626436.28,19324529.7,43674,85.39,1530515,28301906.58,59.42,73,-8.59,11.73,146.46,2.46,31.12,0.79,4,63.88,56425479.3,26580225.64,64479456.08,7899124.95,99731281.58,44796041.32,42.86,3.0
2023-07-01,2023-Q3,2023,3,Search,Asia Pacific,25255432.79,9341509.72,16478,85.56,963948,15913923.07,63.01,90,-46.97,5.43,170.36,2.7,26.2,-37.02,46,77.15,46447689.38,21649577.2,56425479.3,6369116.86,124986714.37,60709964.4,14.29,1.0
2023-10-01,2023-Q4,2023,4,Search,Asia Pacific,68961532.36,31620340.11,12266,74.34,239663,37341192.25,54.15,87,173.06,16.37,118.09,2.18,287.74,-75.14,94,70.44,48487061.68,24512789.16,46447689.38,10282098.58,193948246.73,98051156.65,57.14,4.0
2024-01-01,2024-Q1,2024,1,Search,Asia Pacific,64458957.47,27877132.69,21183,81.69,1590552,36581824.78,56.75,98,-6.53,16.64,131.23,2.31,40.53,563.66,35,86.08,51575589.73,29534711.67,48487061.68,9960733.45,64458957.47,36581824.78,42.86,3.0
2024-04-01,2024-Q2,2024,2,Search,Asia Pacific,87641472.11,37123601.87,33552,73.33,742539,50517870.25,57.64,77,35.96,17.06,136.08,2.36,118.03,-53.32,45,83.9,61579348.68,35088702.59,51575589.73,14294923.43,152100429.58,87099695.02,42.86,3.0
2024-07-01,2024-Q3,2024,3,Search,Asia Pacific,100696568.75,42997509.77,39048,81.84,893282,57699058.98,57.3,85,14.9,23.07,134.19,2.34,112.73,20.3,37,80.88,80439632.67,45534986.57,61579348.68,10329426.55,252796998.33,144798754.01,57.14,4.0
2024-10-01,2024-Q4,2024,4,Search,Asia Pacific,51658987.26,30052142.91,39136,83.16,1128376,21606844.35,41.83,100,-48.7,11.95,71.9,1.72,45.78,26.32,26,71.63,76113996.4,41601399.59,80439632.67,15954272.76,304455985.59,166405598.36,71.43,5.0
2020-01-01,2020-Q1,2020,1,YouTube,Asia Pacific,34821012.6,21903973.69,18562,74.1,1883113,12917038.91,37.1,94,0.0,15.91,58.97,1.59,18.49,0.0,80,88.61,34821012.6,12917038.91,34821012.6,0.0,34821012.6,12917038.91,85.71,6.0
2020-04-01,2020-Q2,2020,2,YouTube,Asia Pacific,47708061.89,26149263.64,45716,70.98,1440592,21558798.25,45.19,86,37.01,12.41,82.45,1.82,33.12,-23.5,92,77.08,41264537.25,17237918.58,34821012.6,6110646.63,82529074.49,34475837.15,71.43,5.0
2020-07-01,2020-Q3,2020,3,YouTube,Asia Pacific,45003589.0,27908819.86,16085,89.96,903030,17094769.14,37.99,90,-5.67,12.98,61.25,1.61,49.84,-37.32,51,83.07,42510887.83,17190202.1,41264537.25,4321670.02,127532663.49,51570606.29,85.71,6.0
2020-10-01,2020-Q4,2020,4,YouTube,Asia Pacific,59260423.16,33821070.96,27673,82.99,362645,25439352.2,42.93,71,31.68,13.72,75.22,1.75,163.41,-59.84,63,73.67,46698271.66,19252489.62,42510887.83,5428014.42,186793086.65,77009958.49,57.14,4.0
2021-01-01,2021-Q1,2021,1,YouTube,Asia Pacific,56525761.78,21067229.41,9440,76.99,192256,35458532.38,62.73,71,-4.61,15.77,168.31,2.68,294.01,-46.99,48,68.04,52124458.96,24887862.99,46698271.66,7828541.27,56525761.78,35458532.38,14.29,1.0
2021-04-01,2021-Q2,2021,2,YouTube,Asia Pacific,73615750.55,27578223.16,16483,71.63,1589613,46037527.39,62.54,93,30.23,21.01,166.93,2.67,46.31,726.82,13,73.39,58601381.12,31007545.28,52124458.96,12520406.84,130141512.33,81496059.76,42.86,3.0
2021-07-01,2021-Q3,2021,3,YouTube,Asia Pacific,27834161.38,10507319.32,16950,87.12,982179,17326842.06,62.25,73,-62.19,8.08,164.9,2.65,28.34,-38.21,67,90.69,54309024.22,31065563.51,58601381.12,12434690.7,157975673.71,98822901.82,42.86,3.0
2021-10-01,2021-Q4,2021,4,YouTube,Asia Pacific,58035631.18,31820666.16,5738,98.5,422099,26214965.01,45.17,70,108.51,11.38,82.38,1.82,137.49,-57.02,54,78.12,54002826.22,31259466.71,54309024.22,12323260.62,216011304.88,125037866.84,28.57,2.0
2022-01-01,2022-Q1,2022,1,YouTube,Asia Pacific,48414227.24,25887524.5,23573,96.8,1640027,22526702.74,46.53,71,-16.58,12.43,87.02,1.87,29.52,288.54,14,87.45,51974942.59,28026509.3,54002826.22,12548694.71,48414227.24,22526702.74,57.14,4.0
2022-04-01,2022-Q2,2022,2,YouTube,Asia Pacific,52533254.65,20485652.39,13895,95.56,1108459,32047602.25,61.0,78,8.51,13.87,156.44,2.56,47.39,-32.41,33,92.15,46704318.61,24529028.02,51974942.59,6198175.3,100947481.89,54574304.99,42.86,3.0
2022-07-01,2022-Q3,2022,3,YouTube,Asia Pacific,87416291.51,52905666.04,18675,97.66,808560,34510625.47,39.48,88,66.4,20.26,65.23,1.65,108.11,-27.06,12,67.12,61599851.14,28824973.87,46704318.61,5452593.67,188363773.4,89084930.46,100.0,7.0
2022-10-01,2022-Q4,2022,4,YouTube,Asia Pacific,54806012.88,37360454.53,36440,71.29,1524810,17445558.34,31.83,91,-37.3,14.76,46.7,1.47,35.94,88.58,29,80.45,60792446.57,26632622.2,61599851.14,8013439.99,243169786.27,106530488.81,100.0,7.0
2023-01-01,2023-Q1,2023,1,YouTube,Asia Pacific,67878272.27,20406084.48,12145,85.84,1055228,47472187.79,69.94,85,23.85,18.75,232.64,3.33,64.33,-30.8,64,67.73,65658457.83,32868993.47,60792446.57,12308605.05,67878272.27,47472187.79,14.29,1.0
2023-04-01,2023-Q2,2023,2,YouTube,Asia Pacific,69063563.98,23777710.59,28515,74.9,372178,45285853.39,65.57,71,1.75,17.01,190.46,2.9,185.57,-64.73,72,85.67,69791035.16,36178556.25,65658457.83,13713693.62,136941836.26,92758041.19,28.57,2.0
2023-07-01,2023-Q3,2023,3,YouTube,Asia Pacific,46725519.82,26935623.43,8606,86.85,520694,19789896.39,42.35,100,-32.34,10.05,73.47,1.73,89.74,39.9,33,84.6,59618342.24,32498373.98,69791035.16,16081328.63,183667356.07,112547937.57,71.43,5.0
2023-10-01,2023-Q4,2023,4,YouTube,Asia Pacific,54211203.69,19299625.5,48250,93.78,1971182,34911578.19,64.4,73,16.02,12.87,180.89,2.81,27.5,278.57,26,83.34,59469639.94,36864878.94,59618342.24,12633265.94,237878559.77,147459515.76,14.29,1.0
2024-01-01,2024-Q1,2024,1,YouTube,Asia Pacific,48714221.97,31709770.32,48105,94.89,1411745,17004451.65,34.91,75,-10.14,12.58,53.63,1.54,34.51,-28.38,51,86.35,54678627.36,29247944.9,59469639.94,13274650.77,48714221.97,17004451.65,85.71,6.0
2024-04-01,2024-Q2,2024,2,YouTube,Asia Pacific,86571220.66,37516000.74,44609,75.42,316432,49055219.91,56.66,85,77.71,16.86,130.76,2.31,273.59,-77.59,98,91.05,59055541.53,30190286.54,54678627.36,14834763.94,135285442.62,66059671.56,57.14,4.0
2024-07-01,2024-Q3,2024,3,YouTube,Asia Pacific,53769959.02,24394930.3,17209,92.39,1324683,29375028.71,54.63,95,-37.89,12.32,120.41,2.2,40.59,318.63,40,99.06,60816651.33,32586569.62,59055541.53,13288321.98,189055401.64,95434700.28,71.43,5.0
2024-10-01,2024-Q4,2024,4,YouTube,Asia Pacific,112571080.84,59138553.13,36826,70.25,1395163,53432527.71,47.47,92,109.36,26.04,90.35,1.9,80.69,5.32,93,91.77,75406620.62,37216807.0,60816651.33,17059996.23,301626482.48,148867227.99,57.14,4.0
2020-01-01,2020-Q1,2020,1,AI,Europe,21680942.49,10441341.77,33912,87.72,328976,11239600.73,51.84,96,0.0,6.3,107.65,2.08,65.9,0.0,0,63.17,21680942.49,11239600.73,21680942.49,0.0,21680942.49,11239600.73,57.14,4.0
2020-04-01,2020-Q2,2020,2,AI,Europe,44020260.43,16616716.56,27288,86.96,1964822,27403543.88,62.25,83,103.04,12.87,164.92,2.65,22.4,497.25,40,85.67,32850601.46,19321572.3,21680942.49,11429633.81,65701202.92,38643144.6,28.57,2.0
2020-07-01,2020-Q3,2020,3,AI,Europe,72373642.49,49257687.55,41826,93.38,709294,23115954.94,31.94,85,64.41,17.89,46.93,1.47,102.04,-63.9,16,86.16,46024948.47,20586366.51,32850601.46,8373611.99,138074845.41,61759099.54,100.0,7.0
2020-10-01,2020-Q4,2020,4,AI,Europe,64023273.51,33542786.3,28550,89.97,226851,30480487.21,47.61,90,-11.54,18.64,90.87,1.91,282.23,-68.02,40,67.23,50524529.73,23059896.69,46024948.47,8439095.01,202098118.92,92239586.75,57.14,4.0
2021-01-01,2021-Q1,2021,1,AI,Europe,40910201.51,17176537.58,36120,71.61,792408,23733663.94,58.01,93,-36.1,11.75,138.17,2.38,51.63,249.31,11,72.17,55331844.49,26183412.49,50524529.73,3433372.28,40910201.51,23733663.94,28.57,2.0
2021-04-01,2021-Q2,2021,2,AI,Europe,57871808.36,25612755.71,18178,92.29,678615,32259052.65,55.74,74,41.46,15.82,125.95,2.26,85.28,-14.36,51,63.91,58794731.47,27397289.68,55331844.49,4650979.36,98782009.87,55992716.58,28.57,2.0
2021-07-01,2021-Q3,2021,3,AI,Europe,44802175.17,17795605.75,13174,77.16,1172884,27006569.42,60.28,94,-22.58,15.59,151.76,2.52,38.2,72.83,91,93.21,51901864.64,28369943.3,58794731.47,3783007.7,143584185.05,82999286.0,28.57,2.0
2021-10-01,2021-Q4,2021,4,AI,Europe,28940549.89,13574141.62,29901,71.55,618336,15366408.28,53.1,86,-35.4,7.3,113.2,2.13,46.8,-47.28,25,83.0,43131183.73,24591423.57,51901864.64,7081951.8,172524734.94,98365694.28,42.86,3.0
2022-01-01,2022-Q1,2022,1,AI,Europe,37413555.89,11478182.25,33719,73.66,490680,25935373.64,69.32,73,29.28,10.8,225.95,3.26,76.25,-20.65,73,86.32,42257022.33,25141850.99,43131183.73,7078622.57,37413555.89,25935373.64,14.29,1.0
2022-04-01,2022-Q2,2022,2,AI,Europe,28478006.8,13789946.87,7930,94.49,160271,14688059.93,51.58,85,-23.88,8.43,106.51,2.07,177.69,-67.34,33,86.79,34908571.94,20749102.82,42257022.33,6627290.41,65891562.69,40623433.57,71.43,5.0
2022-07-01,2022-Q3,2022,3,AI,Europe,90663826.06,31622721.0,10431,97.59,451560,59041105.06,65.12,93,218.36,18.74,186.7,2.87,200.78,181.75,96,71.53,46373984.66,28757736.73,34908571.94,20835319.48,156555388.75,99664538.63,42.86,3.0
2022-10-01,2022-Q4,2022,4,AI,Europe,47677232.19,16881809.26,10842,85.38,1822475,30795422.93,64.59,79,-47.41,10.94,182.42,2.82,26.16,303.6,22,87.61,51058155.23,32614990.39,46373984.66,18864803.89,204232620.94,130459961.57,28.57,2.0
2023-01-01,2023-Q1,2023,1,AI,Europe,33822623.16,18650870.9,9554,88.09,733714,15171752.25,44.86,91,-29.06,11.35,81.35,1.81,46.1,-59.74,63,60.2,50160422.05,29924085.05,51058155.23,20803267.92,33822623.16,15171752.25,57.14,4.0
2023-04-01,2023-Q2,2023,2,AI,Europe,28811579.48,12006201.54,12156,88.56,251770,16805377.94,58.33,80,-14.82,8.65,139.97,2.4,114.44,-65.69,22,85.42,50243815.22,30453414.55,50160422.05,20307397.05,62634202.63,31977130.19,28.57,2.0
2023-07-01,2023-Q3,2023,3,AI,Europe,33749019.79,20634707.19,39600,93.96,158577,13114312.6,38.86,91,17.14,7.34,63.55,1.64,212.82,-37.02,62,95.96,36015113.65,18971716.43,50243815.22,8025832.57,96383222.43,45091442.79,100.0,7.0
2023-10-01,2023-Q4,2023,4,AI,Europe,107932096.27,46663546.19,39558,70.74,1364759,61268550.07,56.77,73,219.81,25.59,131.3,2.31,79.09,760.63,40,83.64,51078829.67,26589998.22,36015113.65,23168305.91,204315318.69,106359992.86,42.86,3.0
2024-01-01,2024-Q1,2024,1,AI,Europe,48004753.84,20703930.24,49960,87.5,1121338,27300823.6,56.87,80,-55.52,12.96,131.86,2.32,42.81,-17.84,76,68.42,54624362.34,29622266.05,51078829.67,21936738.86,48004753.84,27300823.6,71.43,5.0
2024-04-01,2024-Q2,2024,2,AI,Europe,41043566.45,15657004.36,20616,83.49,714684,25386562.09,61.85,80,-14.5,8.8,162.14,2.62,57.43,-36.27,90,93.46,57682359.09,31767562.09,54624362.34,20647202.57,89048320.29,52687385.69,57.14,4.0
2024-07-01,2024-Q3,2024,3,AI,Europe,59738892.62,23012760.57,43216,83.48,260799,36726132.05,61.48,94,45.55,12.7,159.59,2.6,229.06,-63.51,72,87.22,64179827.29,37670516.95,57682359.09,16494293.13,148787212.91,89413517.75,14.29,1.0
2024-10-01,2024-Q4,2024,4,AI,Europe,57280340.84,38219622.6,9142,73.91,171570,19060718.25,33.28,84,-4.12,12.8,49.87,1.5,333.86,-34.21,80,84.65,51516888.44,27118559.0,64179827.29,7309064.95,206067553.76,108474235.99,100.0,7.0
2020-01-01,2020-Q1,2020,1,Android,Europe,73574731.34,45484361.44,32559,86.08,1361187,28090369.9,38.18,84,0.0,21.38,61.76,1.62,54.05,0.0,96,96.59,73574731.34,28090369.9,73574731.34,0.0,73574731.34,28090369.9,71.43,5.0
2020-04-01,2020-Q2,2020,2,Android,Europe,54574871.39,34533387.15,43015,88.59,915087,20041484.24,36.72,99,-25.82,15.96,58.04,1.58,59.64,-32.77,63,84.66,64074801.37,24065927.07,73574731.34,5691421.63,128149602.73,48131854.14,100.0,7.0
2020-07-01,2020-Q3,2020,3,Android,Europe,28663162.38,9170223.51,38775,76.48,648151,19492938.86,68.01,77,-47.48,7.08,212.57,3.13,44.22,-29.17,54,99.88,52270921.7,22541597.67,64074801.37,4813198.57,156812765.11,67624793.01,42.86,3.0
2020-10-01,2020-Q4,2020,4,Android,Europe,25600378.87,17810825.7,5040,90.78,1626484,7789553.17,30.43,80,-10.69,7.45,43.73,1.44,15.74,150.94,61,89.83,45603286.0,18853586.54,52270921.7,8357648.66,182413143.98,75414346.18,100.0,7.0
2021-01-01,2021-Q1,2021,1,Android,Europe,53051646.04,17190160.66,35717,97.17,1077927,35861485.38,67.6,89,107.23,15.23,208.62,3.09,49.22,-33.73,61,94.14,40472514.67,20796365.41,45603286.0,11523942.77,53051646.04,35861485.38,14.29,1.0
2021-04-01,2021-Q2,2021,2,Android,Europe,40144066.86,19961088.9,6127,87.53,1812729,20182977.96,50.28,73,-24.33,10.97,101.11,2.01,22.15,68.17,57,68.99,36864813.54,20831738.84,40472514.67,11521070.03,93195712.9,56044463.34,42.86,3.0
2021-07-01,2021-Q3,2021,3,Android,Europe,53733629.03,34088259.69,24228,97.21,1469000,19645369.35,36.56,93,33.85,18.7,57.63,1.58,36.58,-18.96,32,76.23,43132430.2,20869846.47,36864813.54,11515416.37,146929341.93,75689832.69,85.71,6.0
2021-10-01,2021-Q4,2021,4,Android,Europe,54032778.68,31301616.34,31065,71.47,576714,22731162.34,42.07,81,0.56,13.63,72.62,1.73,93.69,-60.74,91,79.97,50240530.15,24605248.76,43132430.2,7623908.57,200962120.62,98420995.03,85.71,6.0
2022-01-01,2022-Q1,2022,1,Android,Europe,75075106.02,35647612.85,43258,78.0,1041283,39427493.17,52.52,93,38.94,21.67,110.6,2.11,72.1,80.55,57,83.11,55746395.15,25496750.7,50240530.15,9384187.22,75075106.02,39427493.17,71.43,5.0
2022-04-01,2022-Q2,2022,2,Android,Europe,71991987.4,22705002.64,48172,90.17,923687,49286984.75,68.46,76,-4.11,21.31,217.08,3.17,77.94,-11.29,20,92.6,63708375.28,32772752.4,55746395.15,14025775.81,147067093.42,88714477.92,42.86,3.0
2022-07-01,2022-Q3,2022,3,Android,Europe,37945915.08,12012834.19,35638,96.98,321425,25933080.89,68.34,82,-47.29,7.84,215.88,3.16,118.06,-65.2,92,99.23,59761446.79,34344680.29,63708375.28,12311732.25,185013008.5,114647558.81,14.29,1.0
2022-10-01,2022-Q4,2022,4,Android,Europe,41109889.96,14581666.66,5029,80.59,952877,26528223.3,64.53,93,8.34,9.43,181.93,2.82,43.14,196.45,75,81.21,56530724.61,35293945.53,59761446.79,11215391.74,226122898.46,141175782.11,42.86,3.0
2023-01-01,2023-Q1,2023,1,Android,Europe,22811243.08,8861967.43,7605,99.46,1109716,13949275.64,61.15,72,-44.51,7.66,157.41,2.57,20.56,16.46,89,63.39,43464758.88,28924391.15,56530724.61,14760068.43,22811243.08,13949275.64,14.29,1.0
2023-04-01,2023-Q2,2023,2,Android,Europe,44150439.23,23408845.44,13725,87.78,167017,20741593.78,46.98,70,93.55,13.26,88.61,1.89,264.35,-84.95,16,76.17,36504371.84,21788043.4,43464758.88,5836436.64,66961682.3,34690869.43,71.43,5.0
2023-07-01,2023-Q3,2023,3,Android,Europe,62736848.78,30152270.3,34658,89.64,847390,32584578.48,51.94,70,42.1,13.64,108.07,2.08,74.04,407.37,21,86.04,42702105.26,23450917.8,36504371.84,7969006.77,129698531.08,67275447.9,57.14,4.0
2023-10-01,2023-Q4,2023,4,Android,Europe,36660063.36,14541709.35,11330,83.88,1607537,22118354.01,60.33,85,-41.57,8.69,152.1,2.52,22.81,89.7,52,69.62,41589648.61,22348450.48,42702105.26,7701934.54,166358594.44,89393801.91,28.57,2.0
2024-01-01,2024-Q1,2024,1,Android,Europe,42345581.85,13340899.57,33456,99.51,1863228,29004682.27,68.5,93,15.51,11.43,217.41,3.17,22.73,15.91,6,94.79,46473233.3,26112302.14,41589648.61,5628864.71,42345581.85,29004682.27,14.29,1.0
2024-04-01,2024-Q2,2024,2,Android,Europe,95637694.45,32108448.54,26769,98.48,842179,63529245.9,66.43,84,125.85,20.5,197.86,2.98,113.56,-54.8,2,76.12,59345047.11,36809215.17,46473233.3,18335209.6,137983276.29,92533928.18,14.29,1.0
2024-07-01,2024-Q3,2024,3,Android,Europe,29888930.89,11820201.53,18916,82.02,1071693,18068729.35,60.45,75,-68.75,6.35,152.86,2.53,27.89,27.25,22,64.82,51133067.64,33180252.89,59345047.11,20730175.41,167872207.18,110602657.53,28.57,2.0
2024-10-01,2024-Q4,2024,4,Android,Europe,35179693.86,22889156.85,31355,83.76,300786,12290537.01,34.94,91,17.7,7.86,53.7,1.54,116.96,-71.93,76,67.92,50762975.26,30723298.64,51133067.64,22942599.7,203051901.04,122893194.54,71.43,5.0
2020-01-01,2020-Q1,2020,1,Cloud,Europe,74301381.72,47754517.12,5613,96.43,1736165,26546864.6,35.73,91,0.0,21.59,55.59,1.56,42.8,0.0,86,81.02,74301381.72,26546864.6,74301381.72,0.0,74301381.72,26546864.6,100.0,7.0
2020-04-01,2020-Q2,2020,2,Cloud,Europe,76449020.8,48312052.33,42173,81.15,1866075,28136968.47,36.8,78,2.89,22.36,58.24,1.58,40.97,7.48,43,96.66,75375201.26,27341916.54,74301381.72,1124373.23,150750402.52,54683833.07,85.71,6.0
2020-07-01,2020-Q3,2020,3,Cloud,Europe,56968395.31,37961489.87,39028,71.94,423200,19006905.44,33.36,71,-25.48,14.08,50.07,1.5,134.61,-77.32,21,64.62,69239599.27,24563579.5,75375201.26,4877456.06,207718797.82,73690738.51,85.71,6.0
2020-10-01,2020-Q4,2020,4,Cloud,Europe,42616843.62,16067926.09,10046,82.51,253442,26548917.53,62.3,88,-25.19,12.41,165.23,2.65,168.15,-40.11,78,82.04,62583910.36,25059914.01,69239599.27,4104279.49,250335641.44,100239656.04,14.29,1.0
2021-01-01,2021-Q1,2021,1,Cloud,Europe,23757514.01,11168317.64,39245,80.89,440708,12589196.37,52.99,87,-44.25,6.82,112.72,2.13,53.91,73.89,71,85.62,49947943.43,21570496.95,62583910.36,7191174.71,23757514.01,12589196.37,71.43,5.0
2021-04-01,2021-Q2,2021,2,Cloud,Europe,77103628.55,48554709.56,14566,83.84,1072122,28548918.99,37.03,90,224.54,21.07,58.8,1.59,71.92,143.27,28,69.97,50111595.37,21673484.58,49947943.43,7318387.38,100861142.56,41138115.36,85.71,6.0
2021-07-01,2021-Q3,2021,3,Cloud,Europe,50717438.65,19792191.88,32303,86.96,651353,30925246.77,60.98,84,-34.22,17.65,156.25,2.56,77.86,-39.25,23,62.46,48548856.21,24653069.91,50111595.37,8239116.57,151578581.21,72063362.13,14.29,1.0
2021-10-01,2021-Q4,2021,4,Cloud,Europe,28851742.14,16883853.7,26338,96.99,491861,11967888.44,41.48,75,-43.11,7.28,70.88,1.71,58.66,-24.49,93,70.62,45107580.84,21007812.64,48548856.21,10129447.4,180430323.34,84031250.57,100.0,7.0
2022-01-01,2022-Q1,2022,1,Cloud,Europe,48351882.07,15690413.73,39183,77.64,1295342,32661468.34,67.55,81,67.59,13.96,208.16,3.08,37.33,163.36,88,84.17,51256172.85,26025880.63,45107580.84,9522389.05,48351882.07,32661468.34,28.57,2.0
2022-04-01,2022-Q2,2022,2,Cloud,Europe,47130051.27,14539536.27,28392,88.81,263163,32590515.0,69.15,86,-2.53,13.95,224.15,3.24,179.09,-79.68,99,78.97,43762778.53,27036279.64,51256172.85,10077578.36,95481933.34,65251983.34,28.57,2.0
2022-07-01,2022-Q3,2022,3,Cloud,Europe,83332491.12,40819115.96,17433,86.05,1498157,42513375.15,51.02,84,76.81,17.22,104.15,2.04,55.62,469.29,97,68.63,51916541.65,29933311.73,43762778.53,12851951.83,178814424.46,107765358.49,85.71,6.0
2022-10-01,2022-Q4,2022,4,Cloud,Europe,63902623.12,19563522.54,25341,93.36,1026975,44339100.58,69.39,95,-23.32,14.66,226.64,3.27,62.22,-31.45,24,90.39,60679261.89,38026114.77,51916541.65,6279980.67,242717047.58,152104459.07,14.29,1.0
2023-01-01,2023-Q1,2023,1,Cloud,Europe,76955169.12,35558487.35,47631,74.6,1196926,41396681.78,53.79,88,20.43,25.83,116.42,2.16,64.29,16.55,29,98.52,67830083.66,40209918.13,60679261.89,5222380.49,76955169.12,41396681.78,28.57,2.0
2023-04-01,2023-Q2,2023,2,Cloud,Europe,80881913.59,52811771.09,30248,78.93,1921589,28070142.49,34.71,77,5.1,24.29,53.15,1.53,42.09,60.54,100,60.62,76268049.24,39079825.0,67830083.66,7439314.05,157837082.71,69466824.27,100.0,7.0
2023-07-01,2023-Q3,2023,3,Cloud,Europe,89150569.51,45679754.29,22984,71.28,200970,43470815.22,48.76,100,10.22,19.39,95.16,1.95,443.6,-89.54,67,63.31,77722568.83,39319185.02,76268049.24,7600274.91,246987652.22,112937639.49,71.43,5.0
2023-10-01,2023-Q4,2023,4,Cloud,Europe,42608765.68,13600788.21,40801,79.22,355841,29007977.46,68.08,92,-52.21,10.1,213.28,3.13,119.74,77.06,12,67.04,72399104.47,35486404.24,77722568.83,8075748.7,289596417.89,141945616.96,14.29,1.0
2024-01-01,2024-Q1,2024,1,Cloud,Europe,70622326.1,32703887.57,9127,75.23,1158166,37918438.52,53.69,71,65.75,19.06,115.94,2.16,60.98,225.47,60,62.81,70815893.72,34616843.43,72399104.47,7384940.02,70622326.1,37918438.52,85.71,6.0
